title	label1	label2	label3
Shadowland (The Mediator, #1)	young-adult	paranormal	fantasy
Killer (Pretty Little Liars, #6)	young-adult	contemporary	fiction
Blue Ocean Strategy: How To Create Uncontested Market Space And Make The Competition Irrelevant	business	non-fiction	entrepreneurship
Fang (Maximum Ride, #6)	young-adult	fantasy	science-fiction
The Peach Keeper	fiction	romance	chick-lit
The Napping House	picture-books	fiction	childrens
The Short Drop (Gibson Vaughn, #1)	mystery	thriller	fiction
You Suck (A Love Story, #2)	humor	fiction	fantasy
Beautiful Oblivion (The Maddox Brothers, #1)	romance	contemporary-romance	new-adult
A Fire Upon the Deep (Zones of Thought, #1)	science-fiction	fiction	space-opera
Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now	self-help	non-fiction	spirituality
The Face on the Milk Carton (Janie Johnson, #1)	young-adult	mystery	fiction
Put Me in the Zoo	humor	fantasy	poetry
Firelight (Firelight, #1)	fantasy	young-adult	dragons
Invisible Cities	fiction	fantasy	classics
Flat-Out Love (Flat-Out Love, #1)	romance	young-adult	new-adult
The Narrow Road to the Deep North	fiction	historical-fiction	war
The Claiming of Sleeping Beauty (Sleeping Beauty, #1)	erotica	fiction	fantasy
The Midwife: A Memoir of Birth, Joy, and Hard Times	non-fiction	history	memoir
Hell's Angels: A Strange and Terrible Saga	non-fiction	journalism	history
Then Came You	chick-lit	fiction	contemporary
The Awakening (The Vampire Diaries, #1)	young-adult	vampires	paranormal
It Had to Be You (Chicago Stars, #1)	romance	contemporary-romance	contemporary
Boomerang: Travels in the New Third World	non-fiction	economics	business
Fly Away Home	chick-lit	fiction	contemporary
The Red and the Black	classics	france	literature
The Virgin's Lover (The Plantagenet and Tudor Novels, #13)	historical-fiction	historical-romance	adult
Incarceron (Incarceron, #1)	fantasy	young-adult	dystopia
Awake at Dawn (Shadow Falls, #2)	paranormal	vampires	fantasy
The Road to the Dark Tower: Exploring Stephen King's Magnum Opus	fantasy	non-fiction	horror
Starcrossed (Starcrossed, #1)	fantasy	young-adult	contemporary
Night Star (The Immortals, #5)	fantasy	paranormal	romance
Dead Poets Society	classics	fiction	young-adult
Wreckage	fiction	mystery	romance
The Fifth Elephant (Discworld, #24; City Watch, #5)	fantasy	fiction	humor
The Sorcerer in the North (Ranger's Apprentice, #5)	adventure	fantasy	fiction
Autobiography of a Yogi	non-fiction	biography	spirituality
Hexed (The Iron Druid Chronicles, #2)	urban-fantasy	fantasy	paranormal
Scary Stories to Tell in the Dark (Scary Stories, #1)	horror	short-stories	fiction
Fool Me Once	mystery	thriller	fiction
Hiroshima	history	non-fiction	classics
Hate List	young-adult	contemporary	realistic-fiction
The Distance Between Us	young-adult	contemporary	romance
A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam	religion	history	non-fiction
Abaddon's Gate (The Expanse, #3)	science-fiction	fiction	space-opera
Twenty Love Poems and a Song of Despair	classics	romance	fiction
The Cardinal of the Kremlin (Jack Ryan Universe, #5)	fiction	thriller	espionage
No, David!	picture-books	childrens	realistic-fiction
Utopia	classics	philosophy	fiction
The Name of This Book Is Secret (Secret, #1)	mystery	fantasy	fiction
Dorothy Must Die (Dorothy Must Die, #1)	young-adult	retellings	fiction
The Husband	thriller	fiction	horror
The Particular Sadness of Lemon Cake	fiction	magical-realism	fantasy
The Big Bad Wolf  (Alex Cross, #9)	mystery	fiction	thriller
Balzac and the Little Chinese Seamstress	fiction	historical-fiction	china
Bad Feminist	non-fiction	feminism	essays
Petals on the Wind (Dollanganger, #2)	fiction	horror	young-adult
Danny the Champion of the World	childrens	fiction	classics
Battle Hymn of the Tiger Mother	non-fiction	memoir	parenting
Nimona	graphic-novels	fantasy	comics
Everyday Italian: 125 Simple and Delicious Recipes	cookbooks	cooking	food
From Potter's Field (Kay Scarpetta, #6)	mystery	fiction	crime
Mary, Mary (Alex Cross, #11)	mystery	mystery-thriller	fiction
Oranges Are Not the Only Fruit	fiction	lgbt	queer
Grounded (Up in the Air, #3)	romance	bdsm	erotica
I Too Had a Love Story	romance	fiction	love
Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)	childrens	fiction	fantasy
Trunk Music (Harry Bosch, #5; Harry Bosch Universe, #6)	mystery	fiction	crime
10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works	non-fiction	self-help	psychology
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again	cookbooks	cooking	food
Blood Work (Harry Bosch Universe, #8; Terry McCaleb #1)	mystery	crime	fiction
The Gods Themselves	science-fiction	fiction	classics
The Viper's Nest (39 Clues, #7)	mystery	adventure	young-adult
Ahab's Wife, or The Star-Gazer	historical-fiction	fiction	historical
Tsubasa: RESERVoir CHRoNiCLE, Vol. 01	manga	fantasy	graphic-novels
A Living Nightmare (Cirque Du Freak, #1)	fantasy	young-adult	vampires
The League of Extraordinary Gentlemen, Vol. 1	graphic-novels	fantasy	fiction
Feed	young-adult	science-fiction	dystopia
Angels' Blood (Guild Hunter, #1)	paranormal	urban-fantasy	paranormal-romance
Medea	classics	plays	drama
The Demon King (Seven Realms, #1)	fantasy	young-adult	magic
Hinds' Feet on High Places	fiction	christian-fiction	classics
Black Hole	graphic-novels	fiction	graphic-novels-comics
Saga, Vol. 3 (Saga, #3)	graphic-novels	comics	fantasy
Personal (Jack Reacher, #19)	thriller	fiction	mystery
Z: A Novel of Zelda Fitzgerald	historical-fiction	fiction	historical
A Man Without a Country	non-fiction	fiction	essays
When I Found You	fiction	contemporary	drama
Lilac Girls	historical-fiction	fiction	historical
7th Heaven (Women's Murder Club, #7)	mystery	fiction	crime
Make Me (Jack Reacher, #20)	thriller	fiction	mystery
A Constellation of Vital Phenomena	fiction	historical-fiction	war
While It Lasts (Sea Breeze, #3)	romance	new-adult	young-adult
The End of Your Life Book Club	non-fiction	memoir	fiction
Two-Way Street	young-adult	romance	contemporary
All In (The Blackstone Affair, #2)	romance	erotica	erotic-romance
The Siege of Macindaw (Ranger's Apprentice, #6)	fantasy	young-adult	adventure
A Grief Observed	christian	religion	christianity
Transmetropolitan, Vol. 1: Back on the Street (Transmetropolitan, #1)	graphic-novels	comics	science-fiction
Emperor Mage (Immortals, #3)	fantasy	young-adult	fiction
Decision Points	history	memoir	politics
Witch & Wizard (Witch & Wizard, #1)	fantasy	young-adult	magic
Julie of the Wolves (Julie of the Wolves, #1)	young-adult	fiction	childrens
Forever . . .	young-adult	romance	fiction
The Wright Brothers	history	biography	non-fiction
The Matarese Circle (Matarese #1)	fiction	thriller	espionage
American Lion: Andrew Jackson in the White House	history	biography	non-fiction
The Forgotten (John Puller, #2)	thriller	mystery	fiction
Shadows of Self (Mistborn, #5)	fantasy	fiction	steampunk
Mad About the Boy (Bridget Jones, #3)	chick-lit	fiction	romance
The Four Loves	christian	non-fiction	theology
Archer's Voice	romance	new-adult	contemporary
The Lost Wife	historical-fiction	fiction	romance
History of Beauty	art	non-fiction	history
I, Claudius (Claudius, #1)	historical-fiction	fiction	classics
The Testing (The Testing, #1)	young-adult	dystopia	science-fiction
Takedown Twenty (Stephanie Plum, #20)	mystery	fiction	humor
The Boy Who Sneaks in My Bedroom Window	romance	young-adult	contemporary
Terrier (Beka Cooper, #1)	fantasy	young-adult	fiction
First Grave on the Right (Charley Davidson, #1)	paranormal	urban-fantasy	fantasy
A House in the Sky	non-fiction	memoir	biography
Anya's Ghost	graphic-novels	young-adult	comics
The Rules of Attraction	fiction	contemporary	novels
The Good, the Bad, and the Undead (The Hollows, #2)	urban-fantasy	fantasy	paranormal
The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)	fantasy	forgotten-realms	fiction
Wide Sargasso Sea	fiction	classics	literature
The Magus	fiction	classics	fantasy
King of the Murgos (The Malloreon, #2)	fantasy	fiction	epic-fantasy
On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)	young-adult	fiction	chick-lit
You (You, #1)	thriller	fiction	contemporary
Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)	fantasy	young-adult	romance
Playing for Pizza	fiction	sports	italy
Tiger's Curse (The Tiger Saga, #1)	fantasy	young-adult	romance
Chapterhouse: Dune (Dune Chronicles #6)	science-fiction	fiction	fantasy
Brown Girl Dreaming	poetry	memoir	non-fiction
Feed (Newsflesh Trilogy, #1)	zombies	horror	science-fiction
Icy Sparks	fiction	historical-fiction	adult-fiction
Anne's House of Dreams (Anne of Green Gables, #5)	classics	fiction	young-adult
The Templar Legacy (Cotton Malone, #1)	fiction	thriller	mystery
J is for Judgment (Kinsey Millhone, #10)	mystery	fiction	detective
The Physick Book of Deliverance Dane	romance	witchcraft	contemporary
Deadhouse Gates (The Malazan Book of the Fallen, #2)	fantasy	epic-fantasy	fiction
Lick (Stage Dive, #1)	romance	new-adult	contemporary
Not a Penny More, Not a Penny Less	fiction	thriller	mystery
Best Served Cold	fantasy	fiction	epic-fantasy
Elizabeth Is Missing	fiction	mystery	contemporary
Consent to Kill (Mitch Rapp, #8)	thriller	fiction	action
The Warmth of Other Suns: The Epic Story of America's Great Migration	history	non-fiction	african-american
The First Fifteen Lives of Harry August	science-fiction	fiction	fantasy
The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)	fantasy	spain	magical-realism
The Guns of August	history	non-fiction	war
Separation of Power (Mitch Rapp, #5)	fiction	thriller	action
Tomorrow, When the War Began (Tomorrow, #1)	young-adult	fiction	dystopia
The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History	history	non-fiction	art
Love Letters to the Dead	contemporary	romance	young-adult
War Brides	historical-fiction	fiction	historical
Homegoing	historical-fiction	fiction	africa
Packing for Mars: The Curious Science of Life in the Void	non-fiction	science	space
Divine Justice (Camel Club, #4)	fiction	mystery	thriller
Kick-Ass (Kick-Ass, #1)	comics	graphic-novels	fiction
Left to Tell: Discovering God Amidst the Rwandan Holocaust	non-fiction	memoir	biography
Plague (Gone, #4)	science-fiction	young-adult	horror
Hard Times	classics	fiction	literature
La Vérité sur l'affaire Harry Quebert	fiction	mystery	crime
A God in Ruins	fiction	historical-fiction	historical
Caught	mystery	fiction	thriller
Magic Study (Study, #2)	fantasy	magic	young-adult
Chobits, Vol. 1	manga	graphic-novels	romance
Battle Royale	fiction	dystopia	horror
The Girl Who Chased the Moon	fiction	magical-realism	fantasy
A Town Like Alice	fiction	historical-fiction	classics
#GIRLBOSS	non-fiction	memoir	feminism
The Secret Life of CeeCee Wilkes	fiction	mystery	chick-lit
Crocodile on the Sandbank (Amelia Peabody #1)	mystery	historical-fiction	fiction
Bed of Roses (Bride Quartet, #2)	romance	contemporary-romance	contemporary
Debt of Honor (Jack Ryan Universe, #8)	fiction	thriller	espionage
Till We Have Faces	fiction	fantasy	classics
Point Blank (Alex Rider, #2)	young-adult	adventure	mystery
Strangers	fiction	horror	suspense
The Kill Artist (Gabriel Allon, #1)	thriller	fiction	mystery
Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)	picture-books	childrens	fiction
The Gashlycrumb Tinies (The Vinegar Works, #1)	humor	fiction	art
The Long Earth (The Long Earth, #1)	fantasy	fiction	adventure
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles	writing	self-help	art
Existence (Existence Trilogy, #1)	paranormal	young-adult	romance
What We Talk About When We Talk About Love	short-stories	fiction	classics
That Summer	young-adult	contemporary	romance
Theft of Swords (The Riyria Revelations, #1-2)	fantasy	fiction	epic-fantasy
Necessary Lies (Necessary Lies, #1)	historical-fiction	fiction	historical
Lucifer's Hammer	fiction	post-apocalyptic	apocalyptic
Montana Sky	romance	contemporary-romance	fiction
Of Human Bondage	classics	fiction	literature
I Was Here	young-adult	contemporary	romance
The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)	classics	childrens	fiction
Alone (Detective D.D. Warren, #1)	mystery	thriller	fiction
Mike Mulligan and His Steam Shovel	picture-books	childrens	juvenile
Divergent Series Complete Box Set (Divergent, #1-3)	young-adult	fiction	science-fiction
Making Money (Discworld, #36; Moist Von Lipwig, #2)	fantasy	fiction	humor
Happy Ever After (Bride Quartet, #4)	romance	contemporary-romance	contemporary
Harvesting the Heart	chick-lit	romance	drama
Never Fade (The Darkest Minds, #2)	young-adult	dystopia	fantasy
Dewey: The Small-Town Library Cat Who Touched the World	non-fiction	animals	memoir
The School for Good and Evil (The School for Good and Evil, #1)	fantasy	middle-grade	young-adult
For a Few Demons More (The Hollows, #5)	urban-fantasy	fantasy	paranormal
The Secret Place (Dublin Murder Squad, #5)	mystery	fiction	crime
Mistborn Trilogy Boxed Set (Mistborn, #1-3)	fantasy	fiction	epic-fantasy
The Coffin Dancer (Lincoln Rhyme, #2)	mystery	thriller	crime
The Emperor's Code (The 39 Clues, #8)	young-adult	mystery	adventure
The Complete Adventures of Curious George	childrens	picture-books	fiction
The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)	fiction	mystery	crime
Sailor Moon, #1 (Sailor Moon, #1)	manga	fantasy	graphic-novels
Think Like a Freak	business	non-fiction	economics
Drama	graphic-novels	young-adult	middle-grade
Assassination Vacation	non-fiction	history	travel
Nine Princes in Amber (The Chronicles of Amber #1)	fantasy	fiction	science-fiction
The Museum of Extraordinary Things	historical-fiction	fiction	fantasy
Ender in Exile (Ender's Saga, #1.2)	science-fiction	fiction	fantasy
Undead and Unwed (Undead, #1)	vampires	romance	paranormal-romance
The Fifth Mountain	fiction	novels	historical-fiction
The Power of Myth	history	classics	non-fiction
Lock In (Lock In, #1)	science-fiction	fiction	mystery
Longbourn	historical-fiction	fiction	historical
As You Wish: Inconceivable Tales from the Making of The Princess Bride	biography-memoir	non-fiction	autobiography
Good Night, Gorilla	picture-books	animals	fiction
The Beginning of Everything	young-adult	contemporary	romance
In Too Deep (The 39 Clues, #6)	mystery	adventure	young-adult
Catch Me If You Can: The True Story of a Real Fake	non-fiction	biography	memoir
Narcissus in Chains (Anita Blake, Vampire Hunter, #10)	urban-fantasy	vampires	paranormal
The Seat of the Soul	non-fiction	spirituality	psychology
Claim Me (Stark Trilogy, #2)	romance	erotica	bdsm
Special Topics in Calamity Physics	fiction	mystery	contemporary
Bird Box	horror	fiction	thriller
Partials (Partials Sequence, #1)	young-adult	dystopia	science-fiction
The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl	history	non-fiction	american-history
What She Left Behind	historical-fiction	fiction	mystery
Wicked (Pretty Little Liars, #5)	young-adult	contemporary	fiction
Transfer of Power (Mitch Rapp, #3)	thriller	fiction	suspense
Ariel	poetry	classics	feminism
Batman, Volume 1: The Court of Owls	graphic-novels	batman	superheroes
Practical Demonkeeping (Pine Cove, #1)	humor	fiction	fantasy
The Last Templar (Templar, #1)	fiction	thriller	historical-fiction
Official Book Club Selection: A Memoir According to Kathy Griffin	non-fiction	humor	memoir
The Book of Laughter and Forgetting	fiction	literature	novels
The Horse Whisperer	romance	animals	horses
Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship	self-help	non-fiction	relationships
Wanted (Pretty Little Liars, #8)	young-adult	teen	mystery
The Outlaw Demon Wails (The Hollows, #6)	urban-fantasy	fantasy	paranormal
Flatland: A Romance of Many Dimensions	fiction	science-fiction	classics
The Diviners (The Diviners, #1)	young-adult	fantasy	historical-fiction
The Spectacular Now	young-adult	contemporary	fiction
The Art of Loving	psychology	non-fiction	self-help
